,Sales District,Sales District Name,Sales Office,Sales Office Name,Date (YYYYMM),Number of Delivery Lines (SO),Sales $ per branch,GM $ per branch,RSO by plant,GMR,Sales Order - RSO
NATN201804,21,Atlanta,NATN,Nashville,201804,5467,4790635.74,719431.53,116,0.15017454238756212,5077.0
NATN201805,21,Atlanta,NATN,Nashville,201805,6072,6233504.12,882623.44,153,0.14159346380603657,5287.0
NATN201806,21,Atlanta,NATN,Nashville,201806,5627,4937169.45,821228.14,155,0.1663358222391982,5123.0
NATN201807,21,Atlanta,NATN,Nashville,201807,5324,5259695.82,791381.75,126,0.1504615052054474,4843.0
NATN201808,21,Atlanta,NATN,Nashville,201808,6418,7224295.74,981274.17,162,0.13582973417973612,5692.0
NATN201809,21,Atlanta,NATN,Nashville,201809,5320,4938995.24,712365.64,138,0.1442329067723499,4507.0
NATN201810,21,Atlanta,NATN,Nashville,201810,5785,5802911.17,869115.1,163,0.14977225646554226,5384.0
NATN201811,21,Atlanta,NATN,Nashville,201811,4910,4618594.15,709707.43,134,0.15366308598472547,4818.0
NATN201812,21,Atlanta,NATN,Nashville,201812,4679,4676570.95,697428.86,117,0.14913253053500664,3913.0
NATN201901,21,Atlanta,NATN,Nashville,201901,5757,5495423.67,816670.92,140,0.1486092736504154,5472.0
NATN201902,21,Atlanta,NATN,Nashville,201902,5358,5578511.7,788616.53,113,0.14136683266255406,4837.0
NATN201903,21,Atlanta,NATN,Nashville,201903,5095,6453578.5,858769.7,147,0.13306876177302251,5020.0
NOGA201701,21,Atlanta,NOGA,Norcross,201701,1385,5724187.72,964284.04,86,0.16845779474192368,6775.0
NOGA201702,21,Atlanta,NOGA,Norcross,201702,973,6243637.46,945108.31,77,0.15137142668113854,6674.0
NOGA201703,21,Atlanta,NOGA,Norcross,201703,1143,6510658.51,1103050.15,66,0.16942220949014264,7564.0
NOGA201704,21,Atlanta,NOGA,Norcross,201704,1004,5842544.34,848164.06,67,0.1451703248862293,5906.0
NOGA201705,21,Atlanta,NOGA,Norcross,201705,989,7290453.61,1174748.97,57,0.16113523696092757,6615.0
NOGA201706,21,Atlanta,NOGA,Norcross,201706,1957,7214191.68,1082662.91,69,0.15007404266807614,6453.0
NOGA201707,21,Atlanta,NOGA,Norcross,201707,1850,7046211.96,1022321.06,78,0.14508803677827484,6729.0
NOGA201708,21,Atlanta,NOGA,Norcross,201708,2905,8033178.61,1273695.28,79,0.15855433345082812,7438.0
NOGA201709,21,Atlanta,NOGA,Norcross,201709,2316,7028312.07,1081982.82,77,0.15394632583524426,5939.0
NOGA201710,21,Atlanta,NOGA,Norcross,201710,2738,10168174.2,1423634.64,54,0.1400088759297613,7379.0
NOGA201711,21,Atlanta,NOGA,Norcross,201711,1544,6589659.32,1063275.13,53,0.16135509870334236,6637.0
NOGA201712,21,Atlanta,NOGA,Norcross,201712,1268,5439144.25,773133.0,55,0.14214239675662216,5311.0
NOGA201801,21,Atlanta,NOGA,Norcross,201801,1335,6824766.34,1045618.5,66,0.15320942108620234,7272.0
NOGA201802,21,Atlanta,NOGA,Norcross,201802,1206,5518250.38,875473.02,64,0.15865047065878154,6842.0
NOGA201803,21,Atlanta,NOGA,Norcross,201803,1452,6790632.18,994463.29,44,0.1464463489760095,7649.0
NOGA201804,21,Atlanta,NOGA,Norcross,201804,2275,7302521.51,1042910.15,48,0.14281507402228796,7623.0
NOGA201805,21,Atlanta,NOGA,Norcross,201805,1196,7316108.71,1254728.22,65,0.1715021290327437,8015.0
NOGA201806,21,Atlanta,NOGA,Norcross,201806,1898,7038611.21,1096754.11,46,0.15581967483042725,7704.0
NOGA201807,21,Atlanta,NOGA,Norcross,201807,1807,7617674.51,1280344.07,65,0.16807544983961256,7809.0
NOGA201808,21,Atlanta,NOGA,Norcross,201808,4348,7867217.6,1394032.75,59,0.1771951432994557,9813.0
NOGA201809,21,Atlanta,NOGA,Norcross,201809,2748,7948355.62,1407108.28,58,0.1770313694142437,7845.0
NOGA201810,21,Atlanta,NOGA,Norcross,201810,2008,10166538.33,1814302.88,55,0.17845827371212988,9614.0
NOGA201811,21,Atlanta,NOGA,Norcross,201811,1410,7453643.37,1323766.65,52,0.17759994465632717,7835.0
NOGA201812,21,Atlanta,NOGA,Norcross,201812,2052,8352712.58,1192465.83,52,0.14276390077820683,6374.0
NOGA201901,21,Atlanta,NOGA,Norcross,201901,2360,8176390.96,1305583.49,69,0.15967723368257333,8979.0
NOGA201902,21,Atlanta,NOGA,Norcross,201902,1268,8898540.77,1385124.66,49,0.15565750562943143,8260.0
NOGA201903,21,Atlanta,NOGA,Norcross,201903,1729,8691535.14,1275368.88,76,0.1467368950889382,8753.0
PNFL201701,21,Atlanta,PNFL,Pensacola,201701,1099,1186063.38,198155.05,38,0.16706952878015677,1291.0
PNFL201702,21,Atlanta,PNFL,Pensacola,201702,953,851355.42,120708.48,30,0.14178388621757995,1301.0
PNFL201703,21,Atlanta,PNFL,Pensacola,201703,1236,870170.46,151711.21,26,0.17434654125123944,1465.0
PNFL201704,21,Atlanta,PNFL,Pensacola,201704,844,1082840.53,164437.49,32,0.15185753159793527,1304.0
PNFL201705,21,Atlanta,PNFL,Pensacola,201705,1054,896993.07,135215.29,33,0.1507428479910107,1344.0
PNFL201706,21,Atlanta,PNFL,Pensacola,201706,1022,813440.62,131738.82,29,0.16195259587602104,1331.0
PNFL201707,21,Atlanta,PNFL,Pensacola,201707,699,859924.47,146929.37,30,0.1708631108032081,1179.0
PNFL201708,21,Atlanta,PNFL,Pensacola,201708,852,646683.8,129882.7,18,0.2008442147460629,1455.0
PNFL201709,21,Atlanta,PNFL,Pensacola,201709,650,1450936.52,193992.38,30,0.13370149370835327,1152.0
PNFL201710,21,Atlanta,PNFL,Pensacola,201710,896,1117660.37,163797.39,37,0.14655381401775924,1298.0
PNFL201711,21,Atlanta,PNFL,Pensacola,201711,720,601406.58,95574.52,29,0.15891831446207325,1147.0
PNFL201712,21,Atlanta,PNFL,Pensacola,201712,655,723757.17,99170.67,13,0.13702202079738982,928.0
PNFL201801,21,Atlanta,PNFL,Pensacola,201801,840,1236072.27,147816.85,28,0.11958592841824695,1203.0
PNFL201802,21,Atlanta,PNFL,Pensacola,201802,696,762656.39,141364.48,35,0.18535802211006192,1294.0
PNFL201803,21,Atlanta,PNFL,Pensacola,201803,977,1058618.9,192002.67,30,0.18137090694299907,1373.0
PNFL201804,21,Atlanta,PNFL,Pensacola,201804,966,1236573.71,193147.69,36,0.15619585669502872,1324.0
PNFL201805,21,Atlanta,PNFL,Pensacola,201805,1027,954560.64,157734.69,23,0.16524323693044793,1335.0
PNFL201806,21,Atlanta,PNFL,Pensacola,201806,1155,971778.68,176061.77,27,0.1811747609033777,1328.0
PNFL201807,21,Atlanta,PNFL,Pensacola,201807,927,760051.32,125469.94,36,0.16508087901222251,1258.0
PNFL201808,21,Atlanta,PNFL,Pensacola,201808,1007,1212241.73,215461.31,36,0.1777379087585114,1296.0
PNFL201809,21,Atlanta,PNFL,Pensacola,201809,863,1314404.45,222021.92,26,0.16891446160274337,1142.0
PNFL201810,21,Atlanta,PNFL,Pensacola,201810,926,1309030.48,190305.93,23,0.1453792962865158,1209.0
PNFL201811,21,Atlanta,PNFL,Pensacola,201811,881,1773299.73,317166.58,32,0.1788567237869032,1168.0
PNFL201812,21,Atlanta,PNFL,Pensacola,201812,935,1380772.06,268618.54,32,0.19454227658691178,1031.0
PNFL201901,21,Atlanta,PNFL,Pensacola,201901,1167,1648905.31,243709.56,41,0.1478008218676911,1447.0
PNFL201902,21,Atlanta,PNFL,Pensacola,201902,1052,1293269.03,208042.77,43,0.1608658099544841,1261.0
PNFL201903,21,Atlanta,PNFL,Pensacola,201903,1103,1657747.52,221068.98,28,0.13335503587422046,1291.0
SAGA201701,21,Atlanta,SAGA,Savannah,201701,2838,2483503.56,457365.36,70,0.1841613466420801,3045.0
SAGA201702,21,Atlanta,SAGA,Savannah,201702,2408,2237249.33,410837.22,77,0.18363497286196526,2697.0
SAGA201703,21,Atlanta,SAGA,Savannah,201703,2944,2113861.34,415542.63,76,0.19657989014549082,3114.0
SAGA201704,21,Atlanta,SAGA,Savannah,201704,2276,2314247.76,352046.12,53,0.1521211886146538,2511.0
SAGA201705,21,Atlanta,SAGA,Savannah,201705,3012,2401360.84,378331.95,56,0.15754897960274894,2977.0
SAGA201706,21,Atlanta,SAGA,Savannah,201706,2770,1986590.47,366965.31,71,0.18472116701536376,2889.0
SAGA201707,21,Atlanta,SAGA,Savannah,201707,1924,1931156.65,319778.85,50,0.16558928557142166,2426.0
SAGA201708,21,Atlanta,SAGA,Savannah,201708,2284,2027894.35,320798.35,62,0.15819283188988617,3007.0
SAGA201709,21,Atlanta,SAGA,Savannah,201709,1777,1598638.96,276543.26,64,0.1729866886266803,2185.0
SAGA201710,21,Atlanta,SAGA,Savannah,201710,2371,2325638.17,415097.71,97,0.17848765786295984,3057.0
SAGA201711,21,Atlanta,SAGA,Savannah,201711,2567,2754226.34,395524.85,87,0.14360651637657346,2525.0
SAGA201712,21,Atlanta,SAGA,Savannah,201712,2064,2511709.04,373700.7,64,0.14878343552085954,2409.0
SAGA201801,21,Atlanta,SAGA,Savannah,201801,1908,3193090.06,391118.12,66,0.12248890969270061,2506.0
SAGA201802,21,Atlanta,SAGA,Savannah,201802,2018,2364984.2,365467.04,56,0.15453255036545274,2554.0
SAGA201803,21,Atlanta,SAGA,Savannah,201803,2461,2601184.36,389165.42,100,0.14961085649461617,2842.0
SAGA201804,21,Atlanta,SAGA,Savannah,201804,2633,2806109.06,447658.9,71,0.15953011462783276,2622.0
SAGA201805,21,Atlanta,SAGA,Savannah,201805,2406,2488974.07,375574.67,60,0.15089537272680387,2818.0
SAGA201806,21,Atlanta,SAGA,Savannah,201806,2621,2348907.31,380198.96,96,0.16186205321145686,2912.0
SAGA201807,21,Atlanta,SAGA,Savannah,201807,2450,2298174.1,399305.36,66,0.17374896009836677,2775.0
SAGA201808,21,Atlanta,SAGA,Savannah,201808,2227,2645416.1,402310.55,66,0.15207836302198358,3105.0
SAGA201809,21,Atlanta,SAGA,Savannah,201809,2261,2889589.77,335270.79,71,0.11602712380865052,2473.0
SAGA201810,21,Atlanta,SAGA,Savannah,201810,2279,1915083.62,326623.53,91,0.17055314273953218,2907.0
SAGA201811,21,Atlanta,SAGA,Savannah,201811,2050,2263212.99,381879.97,56,0.16873355344253302,2487.0
SAGA201812,21,Atlanta,SAGA,Savannah,201812,1807,1916871.34,294376.41,53,0.15357129289647575,2259.0
SAGA201901,21,Atlanta,SAGA,Savannah,201901,2381,2761306.53,410443.9,71,0.1486411941379069,3265.0
SAGA201902,21,Atlanta,SAGA,Savannah,201902,2450,2181041.83,381962.19,85,0.17512831929500408,2839.0
SAGA201903,21,Atlanta,SAGA,Savannah,201903,2190,2010358.17,357817.07,79,0.17798672661399437,2974.0
SPSC201701,21,Atlanta,SPSC,Spartanburg,201701,1083,582026.21,122524.07,18,0.21051297672659797,1146.0
SPSC201702,21,Atlanta,SPSC,Spartanburg,201702,895,710932.3,136307.73,39,0.19173095666071158,1079.0
SPSC201703,21,Atlanta,SPSC,Spartanburg,201703,1080,697914.13,138549.88,37,0.1985199525907292,1149.0
SPSC201704,21,Atlanta,SPSC,Spartanburg,201704,849,423356.69,87684.78,19,0.20711797420751754,969.0
SPSC201705,21,Atlanta,SPSC,Spartanburg,201705,938,561067.28,127390.17,38,0.22704972209393495,1105.0
SPSC201706,21,Atlanta,SPSC,Spartanburg,201706,870,605571.35,127624.54,29,0.210750624183261,963.0
SPSC201707,21,Atlanta,SPSC,Spartanburg,201707,707,419312.67,89002.47,21,0.21225800307918194,906.0
SPSC201708,21,Atlanta,SPSC,Spartanburg,201708,853,394180.14,73433.89,34,0.18629525576808612,1004.0
SPSC201709,21,Atlanta,SPSC,Spartanburg,201709,551,405295.41,76295.59,22,0.18824686418235034,835.0
SPSC201710,21,Atlanta,SPSC,Spartanburg,201710,746,489899.53,98829.25,18,0.2017337105834741,869.0
SPSC201711,21,Atlanta,SPSC,Spartanburg,201711,605,484718.93,94930.35,31,0.19584617832028967,779.0
SPSC201712,21,Atlanta,SPSC,Spartanburg,201712,660,290535.32,52574.43,14,0.18095710359759357,634.0
SPSC201801,21,Atlanta,SPSC,Spartanburg,201801,670,429169.23,88335.51,15,0.20582908518394946,865.0
SPSC201802,21,Atlanta,SPSC,Spartanburg,201802,595,338975.65,66274.27,12,0.19551336504554234,732.0
SPSC201803,21,Atlanta,SPSC,Spartanburg,201803,640,356636.39,73669.0,23,0.2065661330858581,697.0
SPSC201804,21,Atlanta,SPSC,Spartanburg,201804,552,263819.6,53416.33,14,0.20247293984222556,644.0
SPSC201805,21,Atlanta,SPSC,Spartanburg,201805,743,348615.38,74368.83,26,0.213326302471222,726.0
SPSC201806,21,Atlanta,SPSC,Spartanburg,201806,545,299152.72,71614.78,31,0.23939204029299818,721.0
SPSC201807,21,Atlanta,SPSC,Spartanburg,201807,560,285726.28,68080.03,20,0.23827010242110033,728.0
SPSC201808,21,Atlanta,SPSC,Spartanburg,201808,721,348255.59,65124.8,33,0.18700288486395866,841.0
SPSC201809,21,Atlanta,SPSC,Spartanburg,201809,658,317212.12,61617.94,37,0.19424837865589753,702.0
SPSC201810,21,Atlanta,SPSC,Spartanburg,201810,442,363492.09,77534.13,22,0.21330348619140516,850.0
SPSC201811,21,Atlanta,SPSC,Spartanburg,201811,492,306064.66,56328.27,29,0.18404042466059298,655.0
SPSC201812,21,Atlanta,SPSC,Spartanburg,201812,474,332107.6,70775.88,32,0.21311129284605354,558.0
SPSC201901,21,Atlanta,SPSC,Spartanburg,201901,485,339427.36,71230.12,15,0.2098537961111915,821.0
SPSC201902,21,Atlanta,SPSC,Spartanburg,201902,463,240210.82,57079.3,21,0.23762168581748316,703.0
SPSC201903,21,Atlanta,SPSC,Spartanburg,201903,411,240714.02,59912.09,21,0.24889323023228974,656.0
ZAGA201701,21,Atlanta,ZAGA,Austell Zone,201701,58340,2024.43,-5353.55,296,-2.644472765173407,-287.0
ZAGA201702,21,Atlanta,ZAGA,Austell Zone,201702,57854,-410.47,-4546.79,332,11.077033644358904,-313.0
ZAGA201703,21,Atlanta,ZAGA,Austell Zone,201703,66741,-1521.37,2059.58,377,-1.3537666708295812,-362.0
ZAGA201704,21,Atlanta,ZAGA,Austell Zone,201704,55529,-1399.97,-984.77,252,0.703422216190347,-242.0
ZAGA201705,21,Atlanta,ZAGA,Austell Zone,201705,62795,8405.23,2348.22,265,0.27937605514661706,-253.0
ZAGA201706,21,Atlanta,ZAGA,Austell Zone,201706,63376,172.33,15089.94,303,87.56420820518771,-298.0
ZAGA201707,21,Atlanta,ZAGA,Austell Zone,201707,59030,-3431.49,-2089.26,307,0.6088492171039404,-295.0
ZAGA201708,21,Atlanta,ZAGA,Austell Zone,201708,68814,494.55,-9522.65,324,-19.255181478111414,-317.0
ZAGA201709,21,Atlanta,ZAGA,Austell Zone,201709,58321,1406.66,-11579.55,260,-8.231946596903303,-255.0
ZAGA201710,21,Atlanta,ZAGA,Austell Zone,201710,69704,1238.04,1167.59,337,0.9430955381086232,-319.0
ZAGA201711,21,Atlanta,ZAGA,Austell Zone,201711,54988,12104.74,5214.51,257,0.4307824868605191,-235.0
ZAGA201712,21,Atlanta,ZAGA,Austell Zone,201712,49803,2355.89,-16095.54,256,-6.832042243058887,-252.0
ZAGA201801,21,Atlanta,ZAGA,Austell Zone,201801,52577,4014.66,2883.43,234,0.7182252046250491,-227.0
ZAGA201802,21,Atlanta,ZAGA,Austell Zone,201802,52327,1352.63,1319.18,316,0.9752703991483258,-308.0
ZAGA201803,21,Atlanta,ZAGA,Austell Zone,201803,60507,1913.69,-38.55,254,-0.02014432849625592,-252.0
ZAGA201804,21,Atlanta,ZAGA,Austell Zone,201804,58642,0.0,-18436.92,283,-inf,-281.0
ZAGA201805,21,Atlanta,ZAGA,Austell Zone,201805,59065,3912.6,-7737.21,247,-1.9775111179266984,-240.0
ZAGA201806,21,Atlanta,ZAGA,Austell Zone,201806,55211,1078.79,-5524.11,268,-5.120653695343857,-263.0
ZAGA201807,21,Atlanta,ZAGA,Austell Zone,201807,55833,-680.14,-1841.53,261,2.7075749110477254,-257.0
ZAGA201808,21,Atlanta,ZAGA,Austell Zone,201808,63750,100.0,178.66,299,1.7866,-298.0
ZAGA201809,21,Atlanta,ZAGA,Austell Zone,201809,54080,2898.38,78.15,265,0.026963338140616484,-254.0
ZAGA201810,21,Atlanta,ZAGA,Austell Zone,201810,64688,-431.56,-9471.63,302,21.947423301510796,-300.0
ZAGA201811,21,Atlanta,ZAGA,Austell Zone,201811,54872,-3512.75,-74959.88,242,21.339372286669988,-236.0
ZAGA201812,21,Atlanta,ZAGA,Austell Zone,201812,48042,9996.49,1580.34,176,0.15808948941078318,-166.0
ZAGA201901,21,Atlanta,ZAGA,Austell Zone,201901,56671,-4145.55,-56.84,318,0.013711087792934593,-313.0
ZAGA201902,21,Atlanta,ZAGA,Austell Zone,201902,54181,4271.16,-2276.09,235,-0.5328973861901686,-227.0
ZAGA201903,21,Atlanta,ZAGA,Austell Zone,201903,55906,-1508.37,-684.12,295,0.45354919548917044,-291.0
ASNC201701,22,Richmond,ASNC,Asheville,201701,956,1287516.29,238723.56,41,0.18541401134427588,1954.0
ASNC201702,22,Richmond,ASNC,Asheville,201702,1168,1362356.28,273675.45,46,0.2008839053466983,1939.0
ASNC201703,22,Richmond,ASNC,Asheville,201703,1476,1901162.88,336192.89,45,0.17683539560797654,2247.0
ASNC201704,22,Richmond,ASNC,Asheville,201704,1128,1152621.68,201220.15,60,0.17457605864224243,1863.0
ASNC201705,22,Richmond,ASNC,Asheville,201705,1302,1416692.29,252801.91,48,0.17844517951036495,2157.0
ASNC201706,22,Richmond,ASNC,Asheville,201706,1449,1413921.1,250417.16,37,0.17710829833432712,2125.0
ASNC201707,22,Richmond,ASNC,Asheville,201707,1282,1145872.14,198659.45,53,0.1733696483797922,1947.0
ASNC201708,22,Richmond,ASNC,Asheville,201708,1604,1259806.79,215295.76,41,0.17089585618124825,2266.0
ASNC201709,22,Richmond,ASNC,Asheville,201709,1288,1135872.87,222377.08,51,0.19577638120716798,1811.0
ASNC201710,22,Richmond,ASNC,Asheville,201710,1174,1236551.13,230485.69,49,0.18639398275427563,2057.0
ASNC201711,22,Richmond,ASNC,Asheville,201711,939,1286624.6,214418.69,24,0.16665209883286858,1752.0
ASNC201712,22,Richmond,ASNC,Asheville,201712,843,849838.69,189744.56,46,0.22327126575044495,1520.0
ASNC201801,22,Richmond,ASNC,Asheville,201801,804,1194725.49,190626.44,28,0.1595566861137281,1803.0
ASNC201802,22,Richmond,ASNC,Asheville,201802,700,1153334.6,218234.18,33,0.18922017946916703,1862.0
ASNC201803,22,Richmond,ASNC,Asheville,201803,1044,1097944.66,212191.78,51,0.1932627278318381,1925.0
ASNC201804,22,Richmond,ASNC,Asheville,201804,836,1011855.48,187293.35,38,0.18509891353259264,1747.0
ASNC201805,22,Richmond,ASNC,Asheville,201805,808,1235874.02,224846.44,40,0.18193313910749576,1817.0
ASNC201806,22,Richmond,ASNC,Asheville,201806,1204,1186512.68,200729.01,32,0.16917561302421144,1899.0
ASNC201807,22,Richmond,ASNC,Asheville,201807,1055,1410284.47,254923.09,41,0.18076004907010002,2029.0
ASNC201808,22,Richmond,ASNC,Asheville,201808,1009,1713181.1,321070.66,58,0.18741197880364194,2117.0
ASNC201809,22,Richmond,ASNC,Asheville,201809,833,909057.29,182559.92,34,0.20082333864788654,1644.0
ASNC201810,22,Richmond,ASNC,Asheville,201810,1482,1415801.33,255627.99,52,0.1805535738548854,1868.0
ASNC201811,22,Richmond,ASNC,Asheville,201811,1056,1207384.01,201176.6,26,0.16662188527741062,1607.0
ASNC201812,22,Richmond,ASNC,Asheville,201812,750,1047394.57,202673.92,41,0.1935029317556993,1367.0
ASNC201901,22,Richmond,ASNC,Asheville,201901,792,1290292.99,206451.87,27,0.16000386857871715,2015.0
ASNC201902,22,Richmond,ASNC,Asheville,201902,781,1315955.03,248315.96,34,0.188696387292201,1787.0
ASNC201903,22,Richmond,ASNC,Asheville,201903,1012,1450163.62,259958.58,36,0.17926155118965126,1871.0
BAMD201701,22,Richmond,BAMD,Baltimore,201701,3357,2546538.59,375665.36,83,0.14751999497482582,3355.0
BAMD201702,22,Richmond,BAMD,Baltimore,201702,3381,2170355.8,384051.18,94,0.1769530968148172,3230.0
BAMD201703,22,Richmond,BAMD,Baltimore,201703,3589,2973616.57,501559.76,89,0.168669950611689,3652.0
BAMD201704,22,Richmond,BAMD,Baltimore,201704,3080,3266701.94,418627.72,90,0.1281499590991151,3339.0
BAMD201705,22,Richmond,BAMD,Baltimore,201705,3676,4132319.96,553490.15,109,0.13394174588552432,3394.0
BAMD201706,22,Richmond,BAMD,Baltimore,201706,3720,3048062.79,425697.56,99,0.13966167672024893,3414.0
BAMD201707,22,Richmond,BAMD,Baltimore,201707,3711,2737271.89,399485.5,87,0.14594293736746772,3247.0
BAMD201708,22,Richmond,BAMD,Baltimore,201708,4283,3839014.24,594654.21,97,0.15489763070011428,3559.0
BAMD201709,22,Richmond,BAMD,Baltimore,201709,4100,4658025.48,605356.08,88,0.12995980434181736,3166.0
BAMD201710,22,Richmond,BAMD,Baltimore,201710,3474,3963366.78,575317.32,102,0.14515873799598228,3853.0
BAMD201711,22,Richmond,BAMD,Baltimore,201711,3141,3652394.83,489193.23,86,0.13393766357948764,3309.0
BAMD201712,22,Richmond,BAMD,Baltimore,201712,3356,4635253.45,576863.93,107,0.12445143210022314,2824.0
BAMD201801,22,Richmond,BAMD,Baltimore,201801,3287,3118132.93,478181.75,82,0.1533551521807635,3442.0
BAMD201802,22,Richmond,BAMD,Baltimore,201802,3117,3324481.57,440434.33,56,0.13248210908265015,3315.0
BAMD201803,22,Richmond,BAMD,Baltimore,201803,3214,3633521.33,512210.71,68,0.14096813076916767,3732.0
BAMD201804,22,Richmond,BAMD,Baltimore,201804,3194,3062189.83,436184.91,81,0.14244215225546614,3589.0
BAMD201805,22,Richmond,BAMD,Baltimore,201805,3626,4600307.21,706698.46,138,0.15361984053234565,3589.0
BAMD201806,22,Richmond,BAMD,Baltimore,201806,3370,3388519.3,579393.27,89,0.17098715359242606,3548.0
BAMD201807,22,Richmond,BAMD,Baltimore,201807,2863,3362578.3,487807.44,84,0.1450694664864756,3515.0
BAMD201808,22,Richmond,BAMD,Baltimore,201808,3236,2465873.99,386964.96,97,0.1569281161848826,3614.0
BAMD201809,22,Richmond,BAMD,Baltimore,201809,2573,2442362.62,362592.15,98,0.14845958869121573,2895.0
BAMD201810,22,Richmond,BAMD,Baltimore,201810,2764,3580923.2,478514.66,66,0.1336288530287385,3576.0
BAMD201811,22,Richmond,BAMD,Baltimore,201811,2374,3793599.83,487695.45,71,0.12855743142523285,3078.0
BAMD201812,22,Richmond,BAMD,Baltimore,201812,2488,2803915.6,383329.94,73,0.13671236751919352,2502.0
BAMD201901,22,Richmond,BAMD,Baltimore,201901,2973,2137365.11,324490.24,83,0.15181788010004524,3493.0
BAMD201902,22,Richmond,BAMD,Baltimore,201902,3105,2741785.89,378925.36,69,0.13820384785771875,3136.0
BAMD201903,22,Richmond,BAMD,Baltimore,201903,3376,2895522.15,424129.73,106,0.14647780539340718,3535.0
BRTN201701,22,Richmond,BRTN,Bristol,201701,1382,1089564.33,199339.48,40,0.1829533828443154,1380.0
BRTN201702,22,Richmond,BRTN,Bristol,201702,1459,1049769.93,168785.15,41,0.16078299175515534,1196.0
BRTN201703,22,Richmond,BRTN,Bristol,201703,1653,1009787.51,196923.59,43,0.19501487991270558,1292.0
BRTN201704,22,Richmond,BRTN,Bristol,201704,1442,763456.09,153507.74,60,0.20106950748143224,1089.0
BRTN201705,22,Richmond,BRTN,Bristol,201705,1496,918255.44,115869.19,40,0.12618404961477822,1326.0
BRTN201706,22,Richmond,BRTN,Bristol,201706,1300,910884.08,237801.22,45,0.26106639167521734,1236.0
BRTN201707,22,Richmond,BRTN,Bristol,201707,1307,956789.83,181693.69,51,0.18989926972781473,1151.0
BRTN201708,22,Richmond,BRTN,Bristol,201708,1636,1191804.8,209665.36,31,0.1759225671854988,1356.0
BRTN201709,22,Richmond,BRTN,Bristol,201709,1504,825545.03,147366.05,45,0.17850758546750622,1198.0
BRTN201710,22,Richmond,BRTN,Bristol,201710,1781,977361.63,197646.68,36,0.20222471798898017,1280.0
